method,implementation_provenance,privacy_semantics,comparison_tier,seed,config_hash,lambda,H,B,C,q_user,q_record_given_handle,realized_q_user,realized_q_record_given_handle,overlap_probability,realized_overlap,gradient_correlation,realized_pairwise_cosine_mean,realized_pairwise_cosine_p10,realized_pairwise_cosine_p50,realized_pairwise_cosine_p90,certified_sensitivity,structural_sensitivity_bound,certificate_type,noise_sensitivity,effective_record_utilization,partial_handle_record_fraction,residual_record_fraction,clip_fraction,aggregate_snr,wall_time_seconds,deterministic_distortion,noisy_aggregate_mse
stable-local-fallback,this-work,user-certified,primary,0,6c92deedaf55490b424b3009deca19abc61bcdfe4c92aa36795c1864823c6a96,0.0,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.499,0.9,0.9000000000000001,0.8999999999999999,0.9000000000000001,0.9000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,1.0,1.3081867526944897,0.06931849999818951,0.00028857065636634635,0.0002867414956175202
handle-only-drop-residual,this-work,user-certified,primary,0,6c92deedaf55490b424b3009deca19abc61bcdfe4c92aa36795c1864823c6a96,1.0,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.499,0.9,0.9000000000000001,0.8999999999999999,0.9000000000000001,0.9000000000000001,1.0,1.0,plan-c,1.0,0.24833222148098733,0.24833222148098733,0.0,0.489,2.9738962009252665,0.06294650000927504,0.00022363929468757163,0.00022127510977134875
unitscope-equal,this-work,user-certified,primary,0,6c92deedaf55490b424b3009deca19abc61bcdfe4c92aa36795c1864823c6a96,0.14285714285714285,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.499,0.9,0.9000000000000001,0.8999999999999999,0.9000000000000001,0.9000000000000001,1.0,1.0,plan-c,1.0,1.0,0.24833222148098733,0.7516677785190127,1.0,1.4943619196673472,0.06425680000393186,0.00026178248465796817,0.0002614862644123411
unitscope-tuned,this-work,user-certified,primary,0,6c92deedaf55490b424b3009deca19abc61bcdfe4c92aa36795c1864823c6a96,0.5,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.499,0.9,0.9000000000000001,0.8999999999999999,0.9000000000000001,0.9000000000000001,1.0,1.0,plan-c,1.0,1.0,0.24833222148098733,0.7516677785190127,1.0,2.2784349338274366,0.06473559999722056,0.000200317775274841,0.0002019501957741793
naive-recalibrated-2c,this-work,user-certified,primary,0,6c92deedaf55490b424b3009deca19abc61bcdfe4c92aa36795c1864823c6a96,,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.499,0.9,0.9000000000000001,0.8999999999999999,0.9000000000000001,0.9000000000000001,2.0,2.0,plan-delta,2.0,1.0,0.24833222148098733,0.7516677785190127,0.86696172871648,2.0040512030289883,0.06685129999823403,0.00013081937619809623,0.00018087162521951568
full-identity-reference,oracle,oracle-assumption,full-identity-reference,0,6c92deedaf55490b424b3009deca19abc61bcdfe4c92aa36795c1864823c6a96,,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.499,0.9,0.9000000000000001,0.8999999999999999,0.9000000000000001,0.9000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,0.0,1.0,5.020101177068899,0.34236139999120496,0.0,1.9925347562214553e-05
non-private-reference,oracle,non-private,diagnostic,0,6c92deedaf55490b424b3009deca19abc61bcdfe4c92aa36795c1864823c6a96,,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.499,0.9,0.9000000000000001,0.8999999999999999,0.9000000000000001,0.9000000000000001,,,non-private,0.0,1.0,0.0,0.0,0.0,inf,0.06293999998888467,0.0004865900422117025,0.0004865900422117025
naive-claimed-c,this-work,unsafe-diagnostic,diagnostic,0,6c92deedaf55490b424b3009deca19abc61bcdfe4c92aa36795c1864823c6a96,,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.499,0.9,0.9000000000000001,0.8999999999999999,0.9000000000000001,0.9000000000000001,,2.0,unsafe-diagnostic,1.0,1.0,0.24833222148098733,0.7516677785190127,0.86696172871648,4.008102406057977,0.06360039999708533,0.00013081937619809623,0.00013592015314659142
stable-local-fallback,this-work,user-certified,primary,1,6c92deedaf55490b424b3009deca19abc61bcdfe4c92aa36795c1864823c6a96,0.0,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.4995,0.9,0.9000000000000001,0.8999999999999999,0.9000000000000001,0.9000000000000001,1.0,1.0,plan-c,1.0,1.0,0.0,1.0,1.0,1.5185492072199989,0.051052499999059364,0.00032976740258128083,0.0003636077631473731
handle-only-drop-residual,this-work,user-certified,primary,1,6c92deedaf55490b424b3009deca19abc61bcdfe4c92aa36795c1864823c6a96,1.0,1,6,1.0,0.5,0.5,0.5,0.5,0.5,0.4995,0.9,0.9000000000000001,0.8999999999999999,0.9000000000000001,0.9000000000000001,1.0,1.0,plan-c,1.0,0.2504168056018673,0.2504168056018673,0.0,0.502,2.9948249781768332,0.08693249999487307,0.0003264998365914482,0.0003563997796345184
